Id,Body,Title,AcceptedAnswerId,CreationDate,AnswerCount,CommentCount
"4442584","I'm trying to get python to interact with dbus and screensaver however it flatly refuses to do so no matter what. Perl seems to do alright with it but I write python, not perl (yet)

Python 2.6.6 (r266:84292, Sep 15 2010, 16:22:56) 
[GCC 4.4.5] on linux2
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
&gt;&gt;&gt; import dbus
&gt;&gt;&gt; bus = dbus.SystemBus()
&gt;&gt;&gt; ofn = 'org.freedesktop.ScreenSaver'
&gt;&gt;&gt; bus.get_object(ofn, ""/org/freedesktop/ScreenSaver"")
Traceback (most recent call last):
  File ""&lt;stdin&gt;"", line 1, in &lt;module&gt;
  File ""/usr/lib/pymodules/python2.6/dbus/bus.py"", line 244, in get_object
    follow_name_owner_changes=follow_name_owner_changes)
  File ""/usr/lib/pymodules/python2.6/dbus/proxies.py"", line 241, in __init__
    self._named_service = conn.activate_name_owner(bus_name)
  File ""/usr/lib/pymodules/python2.6/dbus/bus.py"", line 183, in activate_name_owner
    self.start_service_by_name(bus_name)
  File ""/usr/lib/pymodules/python2.6/dbus/bus.py"", line 281, in start_service_by_name
    'su', (bus_name, flags)))
  File ""/usr/lib/pymodules/python2.6/dbus/connection.py"", line 620, in call_blocking
    message, timeout)
dbus.exceptions.DBusException: org.freedesktop.DBus.Error.ServiceUnknown: The name org.freedesktop.ScreenSaver was not provided by any .service files
&gt;&gt;&gt; 


Here's what I've seen in other places in perl:

my $cmd = ""dbus-monitor --session \""type='signal',interface='org.gnome.ScreenSaver',member='SessionIdleChanged'\"""";

open (IN, ""$cmd |"");

while (&lt;IN&gt;) {
if (m/^\s+boolean true/) {
  #print something
} elsif (m/^\s+boolean false/) {
  #print something else
}
}

","Python dbus can't find org.(gnome|freedesktop).ScreenSaver","4442924","2010-12-14 18:12:29","1","0"
"4453399","I ran into troubles trying to create a gnome-panel applet with gtkmm. I dealt with most of them, but I'm now kind of blocked.

Quick summary : I tried libpanelappletmm, but every program (even the examples supplied in the source code) segfaults when I try to add the applet in my panel.
So I now use the C library (libpanel-applet). First I looked for a way to wrap the PanelApplet Gobject in a gtkmm C++-object, for example a Gtk::EventBox (PanelApplet inherits from GtkEventBox). I tried to cast it, but Glibmm kept throwing a warning (""Failed to wrap object 'PanelApplet'"").

So I created a class ""Info"", inheriting from Gtk::HBox. In my main.cpp file I declare an instance of it, get the underlying GTK object (gobj method), and use the GTK+ functions to add it into the PanelApplet.

Here's my main.cpp.

#include &lt;iostream&gt;
#include &lt;gtkmm.h&gt;
#include &lt;panel-applet.h&gt;

#include ""Info.hpp""

static void manage_timeboxes(BonoboUIComponent *uic, void *applet, const char* data) {
    std::cout &lt;&lt; ""manage"" &lt;&lt; std::endl;
}

static gboolean getApplet(PanelApplet *applet, const gchar *iid, gpointer data) {
    /*
       if(iid != ""OAFIID:TimeboxingApplet"")
       return false;
    */

    Glib::init();

    Gtk::Widget* content = new Info();
    gtk_container_add(GTK_CONTAINER(applet), content-&gt;gobj());

    static const char menu_xml[] =
        ""&lt;popup name=\""button3\""&gt;\n""
        ""   &lt;menuitem name=\""Manage\"" ""
        ""             verb=\""manage_timeboxes\"" ""
        ""           _label=\""_Gérer l'emploi du temps\""\n""
        ""          pixtype=\""stock\"" ""
        ""          pixname=\""gtk-properties\""/&gt;\n""
        ""&lt;/popup&gt;\n"";

    static const BonoboUIVerb linked_verbs[] = {
        BONOBO_UI_VERB (""manage_timeboxes"", manage_timeboxes),
        BONOBO_UI_VERB_END
    };

    panel_applet_setup_menu(applet, menu_xml, linked_verbs, data);

    gtk_widget_show_all(GTK_WIDGET(applet));

    return true;
}

PANEL_APPLET_BONOBO_FACTORY (
        ""OAFIID:TimeboxingApplet_Factory"",
        PANEL_TYPE_APPLET,
        ""Timeboxing"",
        ""0.0"",
        getApplet,
        NULL)


It works fine if I add labels or buttons in my Info object.

But then I tried to add an icon.
My first try was adding a Gtk::Image as a property of Info.

Info.hpp

#ifndef TIMEBOXING_INFO_H
#define TIMEBOXING_INFO_H

#include &lt;gtkmm/box.h&gt;
#include &lt;gtkmm/image.h&gt;
#include &lt;gtkmm/label.h&gt;

class Info : public Gtk::HBox {
    public:
        Info();
        virtual ~Info(){};

    protected:
        Gtk::Image icon;
        Gtk::Label info;
};

#endif


Info.cpp

#include ""Info.hpp""

#include &lt;gtkmm/image.h&gt;
#include &lt;gtkmm/label.h&gt;

Info::Info() : icon(""/home/bastien/programmation/timeboxing-applet/icons/clock-24.png""), info(""&lt;b&gt;En cours&lt;/b&gt;"") {
    info.set_use_markup();

    pack_start(icon);
    pack_start(info);

    show_all_children();
}


When I try to add the applet, I get this error and the program aborts :

glibmm:ERROR:objectbase.cc:78:void Glib::ObjectBase::initialize(GObject*): assertion failed: (gobject_ == castitem)


I commented ""Gtk::Image icon"" from Info.hpp, and I modified my constructor like this :

Info::Info() : info(""&lt;b&gt;En cours&lt;/b&gt;"") {
    info.set_use_markup();

    Gtk::Image icon(""/home/bastien/programmation/timeboxing-applet/icons/clock-24.png"");

    pack_start(icon);
    pack_start(info);


    show_all_children();
}


I'm not getting the Glibmm error anymore, but  the image isn't displayed. I tried with another file, with an icon from the stock, and even with a Gdk::Pixbuf.

Thank you in advance !
","Can't display images on a gtkmm-based gnome-panel applet","4464539","2010-12-15 18:16:37","1","0"
"4465930","How do you prevent gnome-terminal from exiting after its given command has exited? 

I'm calling gnome-terminal from a cronjob, in order to create a terminal accessible to the user. The terminal is initially given a specific program to run. e.g.

gnome-terminal --tab -e ""/usr/bin/myprog""


This works fine, except that when ""myprog"" exits, so does the gnome-terminal. How do I keep it running, but just drop back to a terminal prompt?
","Prevent Gnome Terminal From Exiting After Execution","4466566","2010-12-16 22:20:33","4","5"
"4486376","I know there's several type of selection in Linux: primary, secondary, and clipboard, I treat the first two as short-term clipboard, and clipboard as long-term clipboard. Am I right? 

Now, since the primary/secondary selection is text-only, I want to copy image to the long-term clipboard, I don't know if there is a MIME type associated with it. Because the Screen Capture is able to copy the screenshot to clipboard, so I guess there is some meta data to describe it's in image format.  But commands like xsel doesn't give any option on operating image clipboard data. Neither copy image file to clipboard nor dump the image from clipboard to file is supported. 

After search the google, I found there's some support in Python/Gtk: 

import pygtk
pygtk.require('2.0')
import gtk
import os
def copy_image(f):
    assert os.path.exists(f), ""file does not exist""
    clipboard = gtk.clipboard_get()
    img = gtk.Image()
    img.set_from_file(f)
    clipboard.set_image(img.get_pixbuf())
    clipboard.store()


I haven't tried it myself, because I'm not familiar with Python, but that look like at least some programs support the image clipboard. 

Here is a question, since I guess the clipboard in GNOME may not have a MIME type, does most of Gnome applications share the same convention on image format?

And, what documents shall I refer to if I want to program with image clipboard to share images between different applications, for example one want 8-bit indexed bitmap and another want 24-bit RGB bitmap?
","Does the GNOME clipboard have a MIME-type associated with the data?","4486457","2010-12-20 02:06:57","1","0"
"4530841","i am trying to get into developing for linux and i am a .net developer so i decided to give Mono a try. THe problem is that i am having problems trying to find a good gui toolkit.

I have chosen KDE over GNOME because its a little bit more pleasing on the eye.

I have looked here <a href=""http://www.mono-project.com/Gui_Toolkits"" rel=""nofollow"">http://www.mono-project.com/Gui_Toolkits</a>

I get the sense GTK# is a good toolkit but its for GNOME. I know you can still run GNOME apps on KDE - but do they look nice ? probably not??

I would really appreciated any feedbakc from anyone who is doing the same or has done the same. I don't want to end up choosing the wrong toolkit and then have to change half way trhough.

Also i was hoping to do all my development on my Windows PC and then just pass it to linux when i am ready...  I presume this is possible?

Thanks in advance
","Mono/C#: A good GUI toolkit ? looks good on KDE?","4531149","2010-12-25 16:46:22","3","2"
"4541541","on FreeBSD, how to exit from Gnome Session to Pure terminal mode.
Thanks!
","on FreeBSD, how to exit from Gnome Session to Pure terminal mode","4541561","2010-12-27 20:20:12","1","0"
"4558471","Specifically, I'm using Fedora 13 but I believe the code would be similar across any Gnome-ish flavor of Linux.  I just need to be able to adjust the master volume using C++, and accomplish the exact same effect as if I had moved the slider up and down on the speaker icon in the ""system tray.""  What's the best and easiest way to code this?
","How to control master volume in linux/c++?","4561673","2010-12-29 22:35:26","1","2"
"4569344","I have a file which needs to be copied into file system of ubuntu OS 10.10 from a gtk program. I can copy from terminal using sudo, but my requirement is i have to use gtk or gnome framework.

Thanks in advance
iSight  
","copying file using super user access","4569354","2010-12-31 09:43:22","2","0"
"4597080","I've created a little screensaver-type program with Python, and I'd like to get it working properly under gnome-screensaver. The documentation is all written for C, and there don't appear to be libraries for Python. Is there any way to get this working?
","Gnome-Screensaver with Python?","4597542","2011-01-04 18:34:50","1","0"
"4623630","I tried to define hotkey as following

(global-set-key [(control shift up)] 'other-window)


but it doesn't work (no error, just doesn't work), neither does

(global-set-key [(control shift down)] 'other-window)


But 

(global-set-key [(control shift right)] 'other-window) 


and 

(global-set-key [(control shift left)] 'other-window)


work!

But because the last two key combinations are used by emacs (as default), I don't wanna change them for other functions.

So how could I make <kbd>control-shift-up</kbd> and <kbd>control-shift-down</kbd> work?

I have googled ""(control shift up)"", it seems that <kbd>control-shift-up</kbd> is used by other people, (but not very few results). 
","emacs - [control shift up] doesn't work","4634599","2011-01-07 08:05:26","3","6"
"4663910","Is there any way to setup my SSH client or my GNOME terminal or whatver so that when I SSH into a remote server it opens up TWO connections (or tabs or whatever)?

I always like to have two SSH connections to my remote servers open - one for displaying log files and another to do actual work. It bugs me that I have to login twice everytime.

Possible? Sensible? What's the verdict?!
","Login to SSH twice at the same time","4663957","2011-01-11 23:37:47","1","3"
"4665389","I would like to change the text color to bright green (#66FF00) but keep the default background color ( which is : ""use system theme color "") of gnome-terminal. I can customize the text color, but in this case, I still need to specify the background myself. So I would like to know what's the RGB color of the default background color of gnome-terminal (in Ubuntu 10.04), and where I can find this value. Thanks.
","what's the default background color of gnome-terminal","4665478","2011-01-12 04:40:06","3","1"
"4665883","where can i find aspell api documentation along with sample example. 
","aspell api documentation","4665930","2011-01-12 06:18:53","1","0"
"4693136","I add the following line to my ~/.emacs

(global-set-key (kbd """") 'other-window)

It works on emacs GUI mode. But if I open emacs in terminal (Ubuntu 10.04) with the option 

-nw, then  <kbd>Win + Right</kbd> just give <kbd>right</kbd>. I tried many key

combinations with the windows key, it seems that windows key doesn't function in the

terminal. I guess that the default terminal in Ubuntu doesn't recognize teh <kbd>Win</kbd> 

key at all. If I want to use <kbd>Win</kbd> key in the terminal, I have modify the source 

code of termianl. Is this right?
","windows key in emacs in -nw mode","4693162","2011-01-14 16:12:26","1","0"
"4704732","Is there a documentation for Python 'gnomekeyring' lib somewhere in the Web?
","Documentation for gnomekeyring Python lib","4704793","2011-01-16 09:54:55","2","0"
"4721389","I am trying to detect time since last user input using the X11 Screen Saver extension client library. I make periodic calls to XScreenSaverQueryInfo to get the idle time. The problem I am facing is that after every 20-30 seconds the idle time, as reported by this call, resets to 0. This happens even though there has been no actual user input in that time. I am totally puzzled by this. The only lead I have is that the problem disappears if I uninstall gnome-screensaver. My question is, does the gnome-screensaver simulate user inputs for some reason? I know it sounds unlikely, and if it does, it will most definitely be a bug with gnome-screensaver, but I cannot think of anything else right now. Does anyone know where I can find more information on how gnome-screensaver works and how it influences the XScreenSaverQueryInfo call without actually having to go through the code. I have gone through the info at gnome-screensaver <a href=""http://live.gnome.org/GnomeScreensaver"" rel=""nofollow"">home</a> but could not find anything relevant to my issue.

Update: I got the following output from dbus-monitor. How do I interpret this:

method call sender=:1.97538 -&gt; dest=org.gnome.ScreenSaver serial=3 path=/org/gnome/ScreenSaver; interface=org.gnome.ScreenSaver; member=SimulateUserActivity


I think some process is asking gnome-screensaver to SimulateUserActivity. Or, is gnome-screensaver sending a SimulateUserActivity signal to dbus? If it is the first, how can I find out which process is asking gnome-screensaver to do that?
","User idle time being reset to 0 after 30 secs on Linux","4726472","2011-01-18 07:14:11","2","0"
"4743002","I have created a dead simple gtk python app (just a pycairo animation) for gnome.  

I am trying to make an rpm so that it is easy for others to install it.  I was hoping to make my app appear in the gnome application menu. I am running into trouble when I try to install it on Fedora 13 (my own box).

I follow the instructions here:
<a href=""http://docs.python.org/distutils/builtdist.html"" rel=""nofollow"">http://docs.python.org/distutils/builtdist.html</a>

and am able to dynamically create a TestApp-1.1.tar.gz, TestApp-1.1-1.noarch.rpm, and TestApp-1.1-1.src.rpm.

But when I double click on TestApp-1.1-1.noarch.rpm two things happen:


I click a dialog, accepting to install.  Then, the software apparently installs, according to another dialog (""Finished"").  But then another dialog comes up on top of the finished dialog to say: 

<blockquote>
  <blockquote>
    ""Additional confirmation required / To install this file, additional software also has to be modified.  The following software needs to be installed: TestApp-1.1-1 (noarch)"".
  </blockquote>
</blockquote>

When I agree to this dialog, it looks like it is checking stuff out online... or just taking a long time.  This whole procedure is a little confusing... is this normal?
Once installed, only one file is installed - /usr/lib/python2.6/site-packages/TestApp-1.1-py2.6.egg-info.  What is an egg-info file?  Where is my application? 


When I double click on the TestApp-1.1-1.src.rpm, I get this error in a modal dialog:

<blockquote>
  <blockquote>
    ""could not do simulate: Backend will not install a src rpm file""
  </blockquote>
</blockquote>

I would appreciate any help on how to make an installable python application for gnome.
","creating a python rpm to install","4743036","2011-01-20 02:47:21","1","0"
"4790471","How can I get the temporary directory path in Ubuntu?
","Which gtk method I have to use to get temporary path in Ubuntu?","4792678","2011-01-25 05:59:16","5","0"
"4828438","How can i detect camera device(s) using gnome libraries.

Please get me some sample codes regarding this.

I have followed Cheese source code, but when i call detect camera api, it returns NULL.

Thanks and Regards,
iSight 
","checking for webcam camera device gnome library","4841043","2011-01-28 12:55:04","1","0"
"4829710","I've a machine with gnome &amp; ubuntu maverick. Desktop sharing enabled. I want to know who as connected (the sharing is password protected)

Where are stored the logs of vino server, if they are any?

Thanks in advance!
","Where are the logs of the gnome vino-server?","4843816","2011-01-28 15:08:49","2","0"
"4856441","In Fedora Gnome...

Using a .desktop file in my rpm, I have successfully put my gui software into the gnome application menu.

I am wondering if there is a way to also put the icon onto the gnome desktop when installing the rpm?

update:

Now I can get rpmbuild to successfully use rpmbuild with xdg-desktop-icon in %install... and in the process puts an icon on my desktop (before even installing the rpm!)  I am doing something wrong.  Any suggestions?

Here is the relevant part of my spec file:

Source1: %{name}.desktop
BuildRoot: %{_tmppath}/%{name}-%{version}-%{release}-root-%(%{__id_u} -n)
BuildRequires:  gettext, python-devel, desktop-file-utils, xdg-utils

...

%install
rm -rf $RPM_BUILD_ROOT
%{__python} setup.py install -O1 --skip-build --root $RPM_BUILD_ROOT
desktop-file-install --dir=${RPM_BUILD_ROOT}%{_datadir}/applications %{SOURCE1}
xdg-desktop-icon install --novendor %{SOURCE1}

","rpm installing an icon to the desktop","6083354","2011-01-31 21:40:46","3","3"
"4878094","My fedora12 installed a tool called ABRT that comes probably with GNOME. This
tool operates at the background and reports at realtime any process that has crashed. 

I have used a signal handler that was able to catch a SIGSEGV signal, ie it could report
crashed. 

What other ways exist in order a process to get information about the state (especially a core) of an other process without having parent-child connection?

Any ideas? It seems a very interesting issue.
","How Auto Bug Report Tool (ABRT) works in order to catch cores at the runtime?","4881513","2011-02-02 18:06:04","2","0"
"4892866","in X I know you can get the geometry of a window with xwininfo.

Unfortunately, if i retrieve such geometry from a gnome-terminal and use that to start another one with gnome-terminal --geometry ..., the two windows' top and left don't match.

Indeed, the new terminal is south-east shifted by the width and height of the old terminal's window decoration.

How can I start a new terminal that completely overlaps a first one?
","Get the actual geometry of a gnome-terminal","8727363","2011-02-03 23:14:52","1","2"
"4901415","I'm interested in writing a replacement login screen for Ubuntu that would present the user with a puzzle rather than prompt for a password. I'm looking for some advice on how to go about creating this. I'm a programmer by profession with years of experience, but am not familiar enough with Linux application programming to know how to begin this particular project. Thank you!
","How to create a login-screen replacement for Ubuntu","4906387","2011-02-04 18:10:59","2","1"
"4921954","I saw that post (that is really helpful : <a href=""http://stackoverflow.com/questions/69645/take-a-screenshot-via-a-python-script-linux"">Take a screenshot via a python script. [Linux]</a>) about taking a screenshot from python. It works well but I'd like to have the same behavior as gnome-screenshot : having the possibility to choose between : 


Capturing the whole desktop
Capturing an active window
Capturing an area


Is there a way to do this in python, or, eventually, to use the gnome-screenshot application to do it, and then getting the file ?

I tried to find the perfect command line for gnome-screenshot to be launched without asking where to save the screenshot after by giving the path at the call, but I can't find it.

Thanks for your help!
","Taking screenshot from a python script (linux) by selecting the area","4922115","2011-02-07 13:42:02","3","0"
"4935863","Is there any way to get a list of all windows that are open at present and see what window is at the top (i.e. active?) from Python?

This is using Gnome on Ubuntu Linux.

wnck looks like it might do this, but it's very lacking in documentation.
","Discover what window is active on Gnome/Linux/Ubuntu from Python?","4935941","2011-02-08 16:53:46","2","1"
"4960096","I'm trying to set up a script that opens a terminal, does an ssh to a remote server, and executes a command (tail -F logfile in my case).

What I have so far is the following

gnome-terminal -e 'ssh -t server ""tail -F logfile""'


This works to some extent. -t ensures that signals like SIGINT are sent through the commands running remotely. 

However, when I ctrl-c the tail, I would really like to drop down to a bash terminal on the remote server. Right now, if I ctrl-c the tail, then the tail is closed, which causes ssh to exit, which causes the whole terminal to be closed.

What I would like is for the tail to be terminated and be left with a bash shell on the remote server.

I have tried the following:

gnome-terminal -e 'ssh -t server ""tail -F logfile; /bin/bash""'


but that doesn't seem to work. That is, if I run this without gnome-terminal, just ssh -t ..., then see the following:

some lines
from the log
^CConnection to server closed.


But, If I do

gnome-terminal -e 'ssh -t server ""nonexistantcommand; /bin/bash""'


Then I get an error that nonexistantcommand is not found, and then I do drop down to a bash on a remote server...

Does anyone have any suggestions or hints on how to get this going? Thanks in advance.
","executing a command over ssh, and then running bash","4960177","2011-02-10 16:51:23","3","0"
"5027140","When writing an application using the GIO and GVFS libraries from the GNOME stack what platforms will my application be available for? Will it be possible to compile the application on Windows, Solaris or *BSD, for example? Are the GIO/GVFS and dependent libraries available as binary packages on those systems?
","What platforms are supported by gio and gvfs library?","5275645","2011-02-17 09:31:55","1","0"
"5040573","I have the following variable defined in ~/.vimrc. This works well with XTerm but I can't get it working with GNOME Terminal. Please help.

let g:slimv_client = 'python /home/dumrat/.vim/ftplugin/slimv.py -r ""xterm -e sbcl --core /home/dumrat/.sbcl/sbcl.core -s""'

","How to use GNOME Terminal instead of XTerm here?","5041637","2011-02-18 11:11:37","1","0"
"5352027","On Ubuntu Linux / Gnome, I am trying to use python's wnck binding to get a list of all the open windows.

My code looks like this:

#! /usr/bin/python

from pprint import pprint
import wnck

screen = wnck.screen_get_default()

pprint(screen.get_windows())

import pdb ; pdb.set_trace()

pprint(screen.get_windows())


The output is like this:

** (windowlist.py:4501): WARNING **: Trying to register gtype 'WnckWindowState' as enum when in fact it is of type 'GFlags'

** (windowlist.py:4501): WARNING **: Trying to register gtype 'WnckWindowActions' as enum when in fact it is of type 'GFlags'

** (windowlist.py:4501): WARNING **: Trying to register gtype 'WnckWindowMoveResizeMask' as enum when in fact it is of type 'GFlags'
[]
&gt; /home/rory/personal/diriu/windowlist.py(12)&lt;module&gt;()
-&gt; pprint(screen.get_windows())
(Pdb) c
[&lt;wnck.Window object at 0xb61db0cc (WnckWindow at 0x992c000)&gt;,
 &lt;wnck.Window object at 0xb61db0f4 (WnckWindow at 0x992c0a8)&gt;,
 &lt;wnck.Window object at 0xb61db11c (WnckWindow at 0x992c150)&gt;,
 &lt;wnck.Window object at 0xb61db144 (WnckWindow at 0x992c1f8)&gt;,
 &lt;wnck.Window object at 0xb61db16c (WnckWindow at 0x992c2a0)&gt;,
 &lt;wnck.Window object at 0xb61db194 (WnckWindow at 0x992c348)&gt;,
 &lt;wnck.Window object at 0xb61db1bc (WnckWindow at 0x992c3f0)&gt;,
 &lt;wnck.Window object at 0xb61db1e4 (WnckWindow at 0x992c498)&gt;,
 &lt;wnck.Window object at 0xb61db20c (WnckWindow at 0x992c540)&gt;,
 &lt;wnck.Window object at 0xb61db234 (WnckWindow at 0x992c5e8)&gt;,
 &lt;wnck.Window object at 0xb61db25c (WnckWindow at 0x992c690)&gt;,
 &lt;wnck.Window object at 0xb61db284 (WnckWindow at 0x992c738)&gt;]


The first get_windows() call returns [], an empty list. The second get_windows() call returns a list of open windows. In the pdb, I only press c to continue and do nothing (in pdb).

If I comment out the pdb, the both get_windows() calls return []. If I repeat the get_windows() call many time before the pdb, there is nothing. If I repeat the get_windows() call many times after the pdb, i continually get a full list.

Why is this call only working after an empty pdb? How do I make it work without a pdb?
","python wnck not returning any data until after a pdb.set_trace()","5364596","2011-03-18 12:33:26","2","0"
"5387440","Is there a class for holding key value pair in gnome?
","Dictionary for holding key value pair in gnome","5389088","2011-03-22 05:59:39","2","0"
"5389617","Can gobj object be hold by Glist list.

say, I have have created GtkImage objects. Want to hold the pointer of these objects by using the list so that memory can be released thereafter its uses.

Regards,
iSight 
","Holding gobj using Glist","5391737","2011-03-22 10:08:38","1","0"
"5405713","I've found in the gnome-terminal help documentation a really cool list of things you can configure in a file but absolutely no documentation of what the variables in the conf file are. I've googled a bunch for this and haven't found anything useful. Can someone point me to something or even list the actual commands. Or maybe come out and sit here at my desk and pair on it. My google-fu has failed me this morning.

thanks
","configure gnome-terminal using a configuration file rather than command line arguments","5405778","2011-03-23 13:09:34","2","0"
"5417201","After many months of trying, searching, reviewing code, etc. I'm unable to find a solution to properly positioning a new window in QT. In my most basic case I simply want to get the final size of the window and center it under the mouse. It will be shifted to ensure that no part of the window is outside of the screen. I do not wish to have the window appear then move into position, that produces visual jarring, particularly with desktop FX turned on.

The problems I've encountered, not all of which have proper solutions:


frameGeometry is not always populated before the window has been shown before.
frameGeometry is sometimes just completely wrong, in particular on Windows 7.
Prior to display it is not possible to know whether sizeHint or size will be applied, or something else in between. That is, the size policy does not appear predictable.


Note that I know how to save/restore geometry of a previously created window. Despite QT defects here as well I have a working solution.

Also note that I cannot use the window manager default placement. For non-MDI apps on a multi-monitor setup their placement is terrible (often not even being on the same monitor as the mouse).

I'd also like to avoid sub-classing all widgets and dialogs just to implement the solution, as it would not be generic. If this is the only possible way then I'd be willing to consider it (should event filters also not be an option).

Does anybody have good workable solutions?
","Qt place new window correctly on screen, center over mouse, move into screen","5417617","2011-03-24 09:41:36","3","1"
"5420839","I wrote a bash script that fetches lyrics from a website. The script is here --> <a href=""http://scrippets.wordpress.com/2011/02/01/fetching-lyrics-of-songs-from-the-terminal/"" rel=""nofollow"">http://scrippets.wordpress.com/2011/02/01/fetching-lyrics-of-songs-from-the-terminal/</a>  (the indentations in the script are correct unlike how it looks on the blog)
This script works perfectly well when executed from the terminal. Now i created a custom keyboard shortcut using compiz commands, that executes the following command when the right key combination is pressed :

gnome-terminal --working-directory=""/home/tapan/sandbox/bash/"" --window-with-profile=lyrics -e ""/home/tapan/sandbox/bash/lyrics.sh"" -t ""`rhythmbox-client --print-playing`""


I created a new profile called ""lyrics"" to give the terminal that opens up a custom look. When i open up a terminal with this profile and run the script, it works perfectly fine again. However, when i use the keyboard shortcut to run the custom command, i get the following error:

Pink Floyd - Is There Anybody Out There?
wget: missing URL
Usage: wget [OPTION]... [URL]...

Try `wget --help' for more options.
cat: 3.txt: No such file or directory


I cannot figure out whats wrong. I mean if it works perfectly well in the terminal normally, why shouldn't this work? Any suggestions?
PS: The script i have written is pretty elementary and noobish, so any suggestions to improve it are also welcome in the comments :)

EDIT: The output has changed a little, now it just shows the name of the song playing and nothing else. Though sometimes it still shows the wget error.

EDIT2: When i run that gnome terminal command from a terminal, it works. The problem is only when running it with the keyboard shortcut using compiz commands or if i use the run dialog (the alt+f2 one).
","Weird problem in running bash script","5420972","2011-03-24 14:37:29","2","0"
"5443250","In linux I want to run a gnome zenity progress bar window from PHP.  How zenity works is like this:

linux-shell$ zenity --display 0:1 --progress --text='Backing up' --percentage=0
10
50
100


So the first command opens the zenity progress bar at 0 percent.  Zenity then takes standard input numbers as the progress bar percentage (so it will go from 10% to 50% to 100% when you type those numbers in).

I can't figure out how to get PHP to type in those numbers though, I have tried:

exec($cmd);
echo 10;
echo 50;


And:

$handle = popen( $cmd, 'w' );
fwrite( $handle, 10 );


And:

$descriptorspec = array(
   0 =&gt; array(""pipe"", ""r""),  // stdin is a pipe that the child will read from
   1 =&gt; array(""pipe"", ""w"")  // stdout is a pipe that the child will write to
);

$h = proc_open($cmd, $descriptorspec, $pipes);

fwrite($pipes[1], 10);


But none of them updates the progress bar.  In what way can I mimic the effect of the stdin on the linux shell to get zenity to update its progress bar?
","Writing to stdin from PHP?","5443362","2011-03-26 15:20:59","1","0"
"5455373","I want to add some string objects in GArray. But when i read the API manual of 

g_array_new(), it seeks the size of the element to be added while creating the array, but 

different string objects have different length, so how can i cope with this issue.

Regards,
iSight
","adding string object to gArray","5455557","2011-03-28 06:26:44","2","0"
"5509829","In my C program I've had to swap my unicode box-drawing characters into escaped characters for DOS code page 437 to get it to work in the Windows command prompt. Is it possible to change the code page of gnome-terminal to display these characters correctly when natively compiling the program for linux?

Thanks.
","Does gnome-terminal support DOS code pages?","5510417","2011-04-01 06:20:53","2","0"
"5587200","With the arrival of the new <a href=""http://developer.gnome.org/"">GNOME Developer Center</a> I stumbled across JavaScript bindings for the gobject libraries. Now I would love to read a comment from an expert if he (or she) would recommend / consider using those for a desktop application. That involves consideration of aspects like


API simplicity and usability
developer documentation
stability
scalability
<a href=""http://live.gnome.org/Gjs/"">gjs</a> or <a href=""http://live.gnome.org/Seed"">Seed</a>?


At once: Are those APIs ready for usage or would it be better to wait a little until it is more established? Can you develop a whole application in JS or would you restrict usage to  scripting purposes?
","Would you recommend JavaScript for GNOME desktop apps?","5816445","2011-04-07 20:28:04","1","2"
"5660636","How can I see what the problem is with a panel app in gnome, where are the errors logged to?

I am playing about with a panel app, in pygtk.  I can re-parent it and it works, but when I try to add it to the panel it fails, and I don't know why and cant see any errors.

Here is the code I use to separate real use from testing.

if DEBUG == True:
    from tempus_fugit import app
    main_window = gtk.Window(gtk.WINDOW_TOPLEVEL)
    main_window.set_title(""DEBUG:  Tempus Fugit Applet"")
    main_window.connect(""destroy"", gtk.main_quit)
    applet = gnomeapplet.Applet()
    app.tempus_fugit_factory(applet, None)
    applet.reparent(main_window)
    main_window.show_all()
    gtk.main()
else:
    from tempus_fugit import app
    gnomeapplet.bonobo_factory(""OAFIID:TempusFugit_Factory"", gnomeapplet.Applet.__gtype__, ""Tempus Fugit"", ""0.1"", app.tempus_fugit_factory)


So when debug is false, and it's launched via the panel ""add to panel"" feature how can I see the error?

Thanks
","Gnome pannel app error messages","5815718","2011-04-14 08:44:25","1","0"
"5709454","I'm doing something like:

mo = gio.MountOperation()

mo.connect('ask-password', ask_password_cb)

location = gio.File(""ssh://leon@concepts.tim-online.nl/home/leon/test.txt"")
location.mount_enclosing_volume(mo, callbackz)

loop = gobject.MainLoop()
loop.run()


But if the volume is already mounted it throws a gio.Error. How can I check if the enclosed volume is already mounted / what is the best way to do that?
","gio: check if volume is mounted","5723067","2011-04-18 22:05:54","2","0"
"5724080","I'm not allowed to access the file content (for performance reasons), so using GFile is not an option. 
","How do get the GTK mime-type/content-type information from the file extension","5731173","2011-04-19 23:50:33","2","0"
"5796856","I am wondering, which type and version of JavaScript/CSS engines is Gnome 3 aka Gnome Shell using?

Is there any information about current version, etc?
","Gnome 3 (Gnome Shell) JavaScript/CSS engine","5946451","2011-04-26 21:46:49","2","1"
"5848486","I have been searching on google all day, but I couldn't find any useful information about how to use this lib.
Who can help me?  Thanks a lot.
","Where can I find the Docs of libnautilus?","5854050","2011-05-01 12:57:37","1","0"
"5846504","I'm developing an App which works like Dropbox. I want to dynamically change the emblem of a file during synchronization. Like this:

<img src=""http://i.stack.imgur.com/kUieY.png"" alt=""effect I want"">

Is there any solution to this with Qt/C++?
","How to change the emblem of a file-icon with C/C++ in GNOME?","5853926","2011-05-01 04:45:04","1","0"
